EVM0001809	LOC-Os04g16970
EVM0013585	LOC-Os01g08220
EVM0004832	LOC-Os09g30466
EVM0020269	LOC-Os04g57860
EVM0035626	LOC-Os01g42700
EVM0018671	LOC-Os10g41730
EVM0031703	LOC-Os05g01460
EVM0006807	LOC-Os08g27040
EVM0013179	LOC-Os06g01304
EVM0008029	LOC-Os11g05860
EVM0021809	LOC-Os11g34210
EVM0014719	LOC-Os07g36450
EVM0003287	LOC-Os08g36220
EVM0000934	LOC-Os11g02130
EVM0032421	LOC-Os03g06880
EVM0016649	LOC-Os07g01710
EVM0029160	LOC-Os04g44560
EVM0009972	LOC-Os02g56850
EVM0030211	LOC-Os09g10960
EVM0024703	LOC-Os01g13730
EVM0020191	LOC-Os01g62200
EVM0006040	LOC-Os12g41250
EVM0025890	LOC-Os03g31400
EVM0001692	LOC-Os07g32570
EVM0025130	LOC-Os07g14530
EVM0002882	LOC-Os03g53990
EVM0033107	LOC-Os09g32940
EVM0000065	LOC-Os07g10460
EVM0034643	LOC-Os02g58090
EVM0019204	LOC-Os07g30240
EVM0032150	LOC-Os03g01660
EVM0024744	LOC-Os03g08010
EVM0032667	LOC-Os11g02464
EVM0010947	LOC-Os07g05740
EVM0020450	LOC-Os05g07260
EVM0013730	LOC-Os09g07380
EVM0015409	LOC-Os01g36620
EVM0002800	LOC-Os04g40910
EVM0009666	LOC-Os03g13950
EVM0032394	LOC-Os02g10380
EVM0017508	LOC-Os01g49740
EVM0035588	LOC-Os01g69120
EVM0011563	LOC-Os08g34700
EVM0014136	LOC-Os07g03260
EVM0028428	LOC-Os12g29990
EVM0028655	LOC-Os11g11060
EVM0025339	LOC-Os01g02200
EVM0027026	LOC-Os01g16310
EVM0008691	LOC-Os02g13340
EVM0010632	LOC-Os05g33730
EVM0004512	LOC-Os09g32526
EVM0019612	LOC-Os09g26390
EVM0011996	LOC-Os09g29950
EVM0023711	LOC-Os04g33700
EVM0000063	LOC-Os07g10300
EVM0036455	LOC-Os01g71230
EVM0035871	LOC-Os03g04380
EVM0006408	LOC-Os08g01620
EVM0012148	LOC-Os01g05840
EVM0007687	LOC-Os03g57160
EVM0003007	LOC-Os10g21268
EVM0024409	LOC-Os07g10770
EVM0000087	LOC-Os04g59370
EVM0013711	LOC-Os01g17240
EVM0018737	LOC-Os03g60350
EVM0035868	LOC-Os02g18830
EVM0016715	LOC-Os04g02890
EVM0029278	LOC-Os02g38820
EVM0014087	LOC-Os04g58690
EVM0032876	LOC-Os07g25590
EVM0025919	LOC-Os02g26814
EVM0003151	LOC-Os08g34750
EVM0015097	LOC-Os02g53520
EVM0006761	LOC-Os05g37690
EVM0023454	LOC-Os06g07020
EVM0012477	LOC-Os09g39670
EVM0034878	LOC-Os12g07450
EVM0037237	LOC-Os01g54900
EVM0003890	LOC-Os04g43690
EVM0009319	LOC-Os06g43760
EVM0031684	LOC-Os07g35940
EVM0019453	LOC-Os03g61550
EVM0026247	LOC-Os03g08000
EVM0018623	LOC-Os02g47450
EVM0013296	LOC-Os03g05830
EVM0025417	LOC-Os07g37990
EVM0003654	LOC-Os03g32580
EVM0005460	LOC-Os02g01710
EVM0003555	LOC-Os07g38240
EVM0001095	LOC-Os04g43430
EVM0011486	LOC-Os07g33100
EVM0008617	LOC-Os06g42770
EVM0000718	LOC-Os09g32180
EVM0004785	LOC-Os04g39450
EVM0027711	LOC-Os01g42080
EVM0014172	LOC-Os11g30500
EVM0034280	LOC-Os01g67370
EVM0005012	LOC-Os04g42784
EVM0015753	LOC-Os03g08770
EVM0019027	LOC-Os02g54980
EVM0012945	LOC-Os10g23204
EVM0009226	LOC-Os12g34124
EVM0031607	LOC-Os05g19150
EVM0022629	LOC-Os03g58750
EVM0030577	LOC-Os03g02690
EVM0020421	LOC-Os03g18590
EVM0012863	LOC-Os07g39070
EVM0023960	LOC-Os11g40080
EVM0000204	LOC-Os12g34880
EVM0014897	LOC-Os07g07220
EVM0020182	LOC-Os11g14230
EVM0030792	LOC-Os03g52160
EVM0032185	LOC-Os04g53740
EVM0034574	LOC-Os04g45200
EVM0008496	LOC-Os08g17870
EVM0006801	LOC-Os04g38410
EVM0000262	LOC-Os07g44800
EVM0025205	LOC-Os10g32870
EVM0029281	LOC-Os08g21660
EVM0005895	LOC-Os04g35570
EVM0012787	LOC-Os05g33520
EVM0014334	LOC-Os01g16146
EVM0027224	LOC-Os06g05100
EVM0012795	LOC-Os09g39220
EVM0008305	LOC-Os07g33670
EVM0015787	LOC-Os11g42430
EVM0008817	LOC-Os04g23820
EVM0009565	LOC-Os06g50380
EVM0028632	LOC-Os03g44760
EVM0033521	LOC-Os01g59730
EVM0007189	LOC-Os12g43640
EVM0013525	LOC-Os02g13300
EVM0036132	LOC-Os04g31210
EVM0029950	LOC-Os07g31650
EVM0035296	LOC-Os10g02584
EVM0015622	LOC-Os01g10504
EVM0008848	LOC-Os01g60440
EVM0009022	LOC-Os01g53260
EVM0021175	LOC-Os03g27260
EVM0014968	LOC-Os01g38970
EVM0029486	LOC-Os03g48660
EVM0018941	LOC-Os01g47262
EVM0033748	LOC-Os03g59080
EVM0010247	LOC-Os05g43650
EVM0005101	LOC-Os06g05250
EVM0037206	LOC-Os01g08700
EVM0012972	LOC-Os11g01600
EVM0007001	LOC-Os01g09120
EVM0008214	LOC-Os05g48330
EVM0001820	LOC-Os04g40080
EVM0021399	LOC-Os10g25780
EVM0019013	LOC-Os06g35814
EVM0002020	LOC-Os08g29720
EVM0009660	LOC-Os08g41380
EVM0032208	LOC-Os01g23740
EVM0022308	LOC-Os02g40030
EVM0005121	LOC-Os01g11260
EVM0011437	LOC-Os02g10530
EVM0024080	LOC-Os03g25260
EVM0022226	LOC-Os03g16950
EVM0034941	LOC-Os08g07060
EVM0003033	LOC-Os05g49060
EVM0018973	LOC-Os05g44170
EVM0017104	LOC-Os11g03400
EVM0001901	LOC-Os02g02810
EVM0036513	LOC-Os12g24550
EVM0036111	LOC-Os02g55120
EVM0009157	LOC-Os02g50100
EVM0005475	LOC-Os09g39760
EVM0036969	LOC-Os03g02240
EVM0004052	LOC-Os11g39670
EVM0021937	LOC-Os09g27140
EVM0036991	LOC-Os01g68010
EVM0018703	LOC-Os01g55320
EVM0024705	LOC-Os02g57240
EVM0005272	LOC-Os01g65680
EVM0005237	LOC-Os03g11580
EVM0026170	LOC-Os03g64150
EVM0028302	LOC-Os03g11500
EVM0006171	LOC-Os10g28320
EVM0012169	LOC-Os01g26039
EVM0033438	LOC-Os11g34460
EVM0022766	LOC-Os03g61640
EVM0006308	LOC-Os04g50660
EVM0021321	LOC-Os06g44540
EVM0021402	LOC-Os11g43900
EVM0019363	LOC-Os02g50210
EVM0034194	LOC-Os06g14310
EVM0019017	LOC-Os02g03940
EVM0015233	LOC-Os04g35840
EVM0005478	LOC-Os02g39370
EVM0030763	LOC-Os07g38930
EVM0032955	LOC-Os03g04310
EVM0018037	LOC-Os02g43430
EVM0005581	LOC-Os01g47400
EVM0019423	LOC-Os07g01020
EVM0035122	LOC-Os09g28019
EVM0028464	LOC-Os01g60770
EVM0009114	LOC-Os03g08360
EVM0003730	LOC-Os03g21560
EVM0001519	LOC-Os01g16414
EVM0003185	LOC-Os03g19452
EVM0016259	LOC-Os07g40460
EVM0034740	LOC-Os04g52725
EVM0032282	LOC-Os03g52620
EVM0033832	LOC-Os03g02430
EVM0035638	LOC-Os05g05180
EVM0004388	LOC-Os01g03030
EVM0003661	LOC-Os01g70670
EVM0014871	LOC-Os04g34000
EVM0003784	LOC-Os08g39080
EVM0013846	LOC-Os09g04490
EVM0001646	LOC-Os01g67040
EVM0016026	LOC-Os06g08480
EVM0018853	LOC-Os05g04820
EVM0027564	LOC-Os09g01960
EVM0031123	LOC-Os01g70890
EVM0008206	LOC-Os04g47080
EVM0025600	LOC-Os05g09620
EVM0031829	LOC-Os07g31370
EVM0017876	LOC-Os07g42440
EVM0023697	LOC-Os04g42920
EVM0000843	LOC-Os02g48000
EVM0004199	LOC-Os03g02640
EVM0002222	LOC-Os06g05380
EVM0000292	LOC-Os01g67770
EVM0020834	LOC-Os07g43370
EVM0036809	LOC-Os03g55240
EVM0020673	LOC-Os01g18880
EVM0021429	LOC-Os03g52750
EVM0014123	LOC-Os06g50030
EVM0014948	LOC-Os01g32120
EVM0024501	LOC-Os10g31820
EVM0034516	LOC-Os05g33050
EVM0025392	LOC-Os05g15520
EVM0016433	LOC-Os09g28180
EVM0032837	LOC-Os01g58580
EVM0015341	LOC-Os03g28330
EVM0033574	LOC-Os09g36130
EVM0037242	LOC-Os08g06360
EVM0007594	LOC-Os04g58390
EVM0019937	LOC-Os12g01170
EVM0012495	LOC-Os08g39580
EVM0022685	LOC-Os01g54880
EVM0012733	LOC-Os03g05040
EVM0028136	LOC-Os05g05470
EVM0018325	LOC-Os02g37930
EVM0031922	LOC-Os03g63430
EVM0020232	LOC-Os01g04620
EVM0008336	LOC-Os03g05320
EVM0026311	LOC-Os07g22650
EVM0011060	LOC-Os03g03570
EVM0002979	LOC-Os10g08580
EVM0034841	LOC-Os08g37904
EVM0025841	LOC-Os10g33680
EVM0023845	LOC-Os02g52840
EVM0004032	LOC-Os03g52980
EVM0010385	LOC-Os08g25390
EVM0036996	LOC-Os11g06860
EVM0014893	LOC-Os02g58580
EVM0031311	LOC-Os08g33910
EVM0012202	LOC-Os04g57950
EVM0026659	LOC-Os01g44330
EVM0006940	LOC-Os06g08005
EVM0001922	LOC-Os04g59040
EVM0010101	LOC-Os03g46910
EVM0021893	LOC-Os07g37610
EVM0001166	LOC-Os06g14540
EVM0025235	LOC-Os02g43720
EVM0017426	LOC-Os03g19970
EVM0016939	LOC-Os03g39000
EVM0010084	LOC-Os05g30880
EVM0016792	LOC-Os03g10080
EVM0025268	LOC-Os08g37700
EVM0016737	LOC-Os05g35710
EVM0033321	LOC-Os01g06590
EVM0029921	LOC-Os10g03400
EVM0029165	LOC-Os02g02600
EVM0012065	LOC-Os09g31478
EVM0023641	LOC-Os07g40930
EVM0019357	LOC-Os12g35040
EVM0002976	LOC-Os02g38410
EVM0012818	LOC-Os11g05690
EVM0016422	LOC-Os05g35170
EVM0004657	LOC-Os01g48420
EVM0036481	LOC-Os07g02130
EVM0018071	LOC-Os02g05830
EVM0009969	LOC-Os04g37550
EVM0025812	LOC-Os09g34290
EVM0016845	LOC-Os03g12610
EVM0031060	LOC-Os04g56730
EVM0018605	LOC-Os03g51930
EVM0002940	LOC-Os02g01490
EVM0011189	ChrUn
EVM0000067	LOC-Os03g21250
EVM0032383	LOC-Os10g25110
EVM0033212	LOC-Os04g46384
EVM0025988	LOC-Os10g27180
EVM0007860	LOC-Os06g28000
EVM0021016	LOC-Os10g38090
EVM0024388	LOC-Os08g45060
EVM0012683	LOC-Os03g10240
EVM0005168	LOC-Os06g45250
EVM0012940	LOC-Os03g08300
EVM0003932	LOC-Os01g57220
EVM0033680	LOC-Os02g06430
EVM0031072	LOC-Os02g02020
EVM0024845	LOC-Os12g10320
EVM0023699	LOC-Os08g18110
EVM0023248	LOC-Os10g39220
EVM0006476	LOC-Os01g35170
EVM0012577	LOC-Os07g32530
EVM0011696	LOC-Os02g13990
EVM0031861	LOC-Os03g15810
EVM0024868	LOC-Os05g03640
EVM0028141	LOC-Os02g58460
EVM0015734	LOC-Os01g41770
EVM0021685	LOC-Os09g21780
EVM0014162	LOC-Os02g42440
EVM0011037	LOC-Os03g02380
EVM0003620	LOC-Os02g56210
EVM0016106	LOC-Os08g02850
EVM0036316	LOC-Os06g04280
EVM0023192	LOC-Os08g42620
EVM0034362	LOC-Os01g64250
EVM0022474	LOC-Os02g51110
EVM0012655	LOC-Os10g08940
EVM0014693	LOC-Os05g05160
EVM0007241	LOC-Os07g49300
EVM0032073	LOC-Os02g57610
EVM0018351	LOC-Os07g39710
EVM0017215	LOC-Os04g17050
EVM0025892	LOC-Os03g14580
EVM0003333	LOC-Os03g57760
EVM0004335	LOC-Os09g19650
EVM0006738	LOC-Os02g38900
EVM0028614	LOC-Os03g02590
EVM0036742	LOC-Os03g42900
EVM0025281	LOC-Os07g07010
EVM0002102	LOC-Os02g27030
EVM0004524	LOC-Os01g48920
EVM0002699	LOC-Os12g08740
EVM0025532	LOC-Os12g05050
EVM0023413	LOC-Os03g50280
EVM0034189	LOC-Os11g44940
EVM0014665	LOC-Os01g03730
EVM0001934	LOC-Os07g37010
EVM0027676	LOC-Os01g15300
EVM0019927	LOC-Os06g21550
EVM0030249	LOC-Os01g05010
EVM0001516	LOC-Os01g48440
EVM0020734	LOC-Os08g41940
EVM0003252	LOC-Os11g37520
EVM0016819	LOC-Os11g32500
EVM0008889	LOC-Os03g22550
EVM0009999	LOC-Os08g02050
EVM0029196	LOC-Os02g44480
EVM0023409	LOC-Os12g37400
EVM0036574	LOC-Os05g39060
EVM0007893	LOC-Os06g43650
EVM0021017	LOC-Os06g43270
EVM0015105	LOC-Os06g16600
EVM0029061	LOC-Os01g01280
EVM0029240	LOC-Os02g13110
EVM0018451	LOC-Os09g19930
EVM0036995	LOC-Os03g56580
EVM0035239	LOC-Os01g49890
EVM0028462	LOC-Os06g51029
EVM0004478	LOC-Os04g01740
EVM0018073	LOC-Os07g07520
EVM0005049	LOC-Os08g37260
EVM0009098	LOC-Os02g57660
EVM0003123	LOC-Os04g40830
EVM0018776	LOC-Os02g50799
EVM0012200	LOC-Os03g03690
EVM0001026	LOC-Os05g43440
EVM0024260	LOC-Os06g48230
EVM0035503	LOC-Os04g54390
EVM0016041	LOC-Os06g42120
EVM0029178	LOC-Os07g05880
EVM0003130	LOC-Os07g01880
EVM0019462	LOC-Os08g37950
EVM0036930	LOC-Os01g40070
EVM0014547	ChrUn
EVM0025751	LOC-Os05g02190
EVM0025749	LOC-Os03g53700
EVM0022490	LOC-Os02g53790
EVM0016110	LOC-Os01g61560
EVM0009275	LOC-Os04g38600
EVM0019520	LOC-Os02g32750
EVM0008852	LOC-Os06g02440
EVM0019577	LOC-Os11g43934
EVM0023567	LOC-Os11g09310
EVM0008263	LOC-Os03g14280
EVM0001189	LOC-Os01g19800
EVM0020546	LOC-Os04g25550
EVM0012120	LOC-Os01g55730
EVM0031899	LOC-Os10g02650
EVM0008270	LOC-Os10g40570
EVM0033358	LOC-Os02g54900
EVM0016056	LOC-Os07g05040
EVM0035475	LOC-Os02g30310
EVM0028482	LOC-Os01g58000
EVM0033949	LOC-Os03g48626
EVM0015683	LOC-Os03g03550
EVM0036599	LOC-Os11g10780
EVM0003934	LOC-Os02g54130
EVM0026022	LOC-Os09g36290
EVM0023193	LOC-Os05g13330
EVM0009690	LOC-Os04g57150
EVM0033547	LOC-Os03g64170
EVM0033021	LOC-Os09g10910
EVM0027838	LOC-Os03g07580
EVM0000404	LOC-Os01g42030
EVM0014422	LOC-Os04g32970
EVM0023108	LOC-Os04g49940
EVM0011206	LOC-Os01g60960
EVM0029892	LOC-Os05g31750
EVM0023645	LOC-Os02g35060
EVM0014700	LOC-Os05g05260
EVM0017421	LOC-Os10g36950
EVM0028631	LOC-Os10g28600
EVM0003189	LOC-Os11g04330
EVM0011185	LOC-Os07g49000
EVM0028829	LOC-Os06g04300
EVM0001044	LOC-Os06g03990
EVM0022717	LOC-Os09g16920
EVM0028642	LOC-Os03g09850
EVM0001541	LOC-Os02g47850
EVM0014035	LOC-Os01g66940
EVM0013843	LOC-Os12g04510
EVM0001780	LOC-Os12g05090
EVM0019219	LOC-Os03g07440
EVM0023584	LOC-Os01g57550
EVM0037025	LOC-Os08g05690
EVM0010667	LOC-Os07g08030
EVM0019704	LOC-Os03g46950
EVM0003884	LOC-Os02g02740
EVM0017390	LOC-Os02g44540
EVM0018029	LOC-Os07g01150
EVM0036506	LOC-Os03g06940
EVM0031484	LOC-Os04g46020
EVM0035016	LOC-Os04g58020
EVM0004129	LOC-Os01g14610
EVM0029868	LOC-Os03g48050
EVM0013928	LOC-Os03g17940
EVM0001227	LOC-Os08g05750
EVM0024517	LOC-Os10g42830
EVM0032465	LOC-Os09g27060
EVM0035675	LOC-Os01g15540
EVM0022870	LOC-Os07g19530
EVM0022441	LOC-Os09g04210
EVM0033404	LOC-Os04g49860
EVM0003320	LOC-Os06g43130
EVM0013008	LOC-Os12g18650
EVM0031278	LOC-Os04g40150
EVM0020172	LOC-Os01g06550
EVM0020976	LOC-Os03g46470
EVM0009729	LOC-Os07g08340
EVM0013095	LOC-Os02g07900
EVM0004916	LOC-Os10g37740
EVM0025882	LOC-Os12g19090
EVM0022799	LOC-Os07g01560
EVM0005820	LOC-Os01g07370
EVM0010498	LOC-Os09g21510
EVM0024217	LOC-Os10g14920
EVM0036083	LOC-Os01g56350
EVM0020148	LOC-Os06g30710
EVM0016751	LOC-Os02g51280
EVM0014922	LOC-Os08g09250
EVM0029761	LOC-Os05g49280
EVM0005498	LOC-Os01g70820
EVM0013093	LOC-Os03g04340
EVM0015140	LOC-Os03g29810
EVM0005717	LOC-Os04g56160
EVM0009509	LOC-Os09g33900
EVM0035209	LOC-Os09g28810
EVM0009158	LOC-Os01g47460
EVM0021257	LOC-Os02g52940
EVM0018137	LOC-Os01g42950
EVM0005452	LOC-Os06g11600
EVM0001649	LOC-Os05g50300
EVM0007873	LOC-Os02g52820
EVM0034450	LOC-Os03g16334
EVM0003439	LOC-Os01g33420
EVM0026589	LOC-Os01g32980
EVM0019495	LOC-Os12g41590
EVM0034181	LOC-Os03g13790
EVM0030906	LOC-Os11g05650
EVM0004356	LOC-Os02g10650
EVM0012850	LOC-Os03g05430
EVM0003663	LOC-Os06g11640
EVM0001808	LOC-Os08g39590
EVM0030698	LOC-Os04g01230
EVM0029404	LOC-Os04g37670
EVM0011561	LOC-Os07g40974
EVM0020665	LOC-Os08g02080
EVM0003847	LOC-Os04g40290
EVM0013444	LOC-Os03g48480
EVM0006857	LOC-Os07g42140
EVM0005733	LOC-Os05g39760
EVM0020974	LOC-Os12g34018
EVM0031738	LOC-Os05g31254
EVM0010933	LOC-Os01g01610
EVM0009261	LOC-Os04g40840
EVM0013348	LOC-Os06g36590
EVM0027547	LOC-Os03g06520
EVM0029273	LOC-Os07g07240
EVM0006339	LOC-Os02g41710
EVM0002438	LOC-Os03g49730
EVM0034195	LOC-Os10g28640
EVM0016727	LOC-Os07g37250
EVM0011281	LOC-Os12g17840
EVM0031634	LOC-Os09g24820
EVM0036426	LOC-Os06g05800
EVM0013870	LOC-Os04g08060
EVM0005172	LOC-Os05g32850
EVM0003939	LOC-Os09g13600
EVM0002675	LOC-Os02g55260
EVM0016439	LOC-Os06g41750
EVM0032009	LOC-Os02g47600
EVM0014309	LOC-Os04g39980
EVM0036163	LOC-Os05g25880
EVM0012276	LOC-Os01g12640
EVM0008646	LOC-Os12g15400
EVM0008717	LOC-Os09g19570
EVM0008528	LOC-Os01g23530
EVM0028920	LOC-Os04g44820
EVM0037114	LOC-Os11g10050
EVM0002230	LOC-Os07g44250
EVM0032046	LOC-Os06g41090
EVM0020119	LOC-Os04g54870
EVM0030823	LOC-Os03g50810
EVM0011781	LOC-Os05g28460
EVM0030040	LOC-Os04g52520
EVM0012883	LOC-Os01g58680
EVM0015060	LOC-Os02g34570
EVM0011065	LOC-Os10g37340
EVM0025230	LOC-Os04g52580
EVM0004587	LOC-Os08g18150
EVM0007339	LOC-Os09g29300
EVM0018381	LOC-Os04g30450
EVM0017970	LOC-Os02g42200
EVM0016572	LOC-Os01g48000
EVM0013678	LOC-Os03g12300
EVM0010174	LOC-Os07g10256
EVM0021391	LOC-Os05g47930
EVM0026613	LOC-Os03g03710
EVM0011237	LOC-Os06g49740
EVM0029419	LOC-Os01g64010
EVM0008858	LOC-Os05g29860
EVM0015043	LOC-Os03g59320
EVM0016479	LOC-Os11g31090
EVM0033724	LOC-Os11g06040
EVM0016748	LOC-Os11g31940
EVM0022689	LOC-Os02g35700
EVM0022563	LOC-Os07g08160
EVM0033094	LOC-Os03g58240
EVM0010881	LOC-Os01g63770
EVM0007384	LOC-Os10g17660
EVM0035849	LOC-Os08g40090
EVM0034513	LOC-Os08g17294
EVM0036970	LOC-Os02g32430
EVM0004431	LOC-Os07g42910
EVM0024789	LOC-Os07g24230
EVM0015895	LOC-Os12g06440
EVM0023476	LOC-Os01g70090
EVM0016441	LOC-Os07g48890
EVM0033579	LOC-Os10g02980
EVM0024929	LOC-Os02g51780
EVM0019246	LOC-Os12g16180
EVM0030338	LOC-Os02g49320
EVM0014320	LOC-Os01g61860
EVM0006928	LOC-Os01g60250
EVM0012496	LOC-Os05g07740
EVM0003166	LOC-Os09g26570
EVM0031788	LOC-Os07g14590
EVM0028261	LOC-Os07g05050
EVM0005513	LOC-Os08g44010
EVM0012444	LOC-Os02g11820
EVM0006270	LOC-Os06g36040
EVM0001485	LOC-Os05g06360
EVM0018372	LOC-Os02g34884
EVM0006590	LOC-Os01g56790
EVM0028739	LOC-Os08g32090
EVM0014998	LOC-Os01g48850
EVM0004259	LOC-Os09g32550
EVM0001316	LOC-Os03g13590
EVM0022938	LOC-Os01g51540
EVM0003689	LOC-Os12g19590
EVM0015339	LOC-Os02g38080
EVM0016469	LOC-Os03g57300
EVM0009027	LOC-Os02g55080
EVM0020808	LOC-Os03g48170
EVM0034797	LOC-Os09g38772
EVM0008721	LOC-Os01g60000
EVM0004363	LOC-Os10g35950
EVM0029269	LOC-Os04g32560
EVM0023875	LOC-Os04g34440
EVM0004077	LOC-Os08g32850
EVM0017202	LOC-Os12g34840
EVM0036976	LOC-Os08g44530
EVM0006653	LOC-Os08g37970
EVM0029123	LOC-Os08g37820
EVM0012124	LOC-Os01g45900
EVM0009495	LOC-Os12g42860
EVM0022443	LOC-Os01g55590
EVM0035568	LOC-Os07g37830
EVM0009869	LOC-Os03g63110
EVM0027460	LOC-Os03g56300
EVM0018967	LOC-Os10g41534
EVM0011727	LOC-Os07g10490
EVM0024469	LOC-Os02g09940
EVM0016899	LOC-Os09g23370
EVM0006055	LOC-Os04g55510
EVM0011755	LOC-Os06g48970
EVM0027739	LOC-Os01g34060
EVM0011142	LOC-Os10g35220
EVM0017777	LOC-Os01g47340
EVM0021860	LOC-Os01g55280
EVM0016453	LOC-Os05g43450
EVM0029387	LOC-Os05g03050
EVM0015279	LOC-Os01g46950
EVM0006373	LOC-Os11g48060
EVM0036285	LOC-Os07g01930
EVM0000135	LOC-Os01g16540
EVM0000583	LOC-Os06g02430
EVM0032974	LOC-Os10g04580
EVM0024318	LOC-Os01g60330
EVM0025992	LOC-Os07g45280
EVM0024410	LOC-Os04g33640
EVM0007553	LOC-Os09g25650
EVM0020443	LOC-Os04g59624
EVM0033288	LOC-Os06g46310
EVM0024742	LOC-Os02g40880
EVM0007470	LOC-Os01g16000
EVM0028500	LOC-Os01g13800
EVM0004328	LOC-Os08g23730
EVM0018687	LOC-Os03g09970
EVM0027549	LOC-Os05g04160
EVM0032003	LOC-Os06g08560
EVM0030448	LOC-Os05g13390
EVM0037148	LOC-Os01g54300
EVM0021587	LOC-Os10g39800
EVM0018632	LOC-Os03g46350
EVM0025332	LOC-Os05g38740
EVM0024390	LOC-Os02g06390
EVM0010927	LOC-Os04g35480
EVM0010526	LOC-Os05g27660
EVM0019426	LOC-Os02g44080
EVM0000642	LOC-Os01g22600
EVM0020246	LOC-Os06g47150
EVM0028005	LOC-Os01g62070
EVM0036377	LOC-Os02g15900
EVM0034539	LOC-Os01g54560
EVM0023061	LOC-Os03g10880
EVM0025778	LOC-Os01g13570
EVM0021945	LOC-Os02g56270
EVM0026516	LOC-Os04g57210
EVM0003653	LOC-Os01g57770
EVM0024029	LOC-Os03g03700
EVM0000620	LOC-Os05g48950
EVM0015834	LOC-Os03g03630
EVM0032493	LOC-Os02g03040
EVM0012622	LOC-Os02g05630
EVM0027493	LOC-Os04g17064
EVM0018289	LOC-Os04g04020
EVM0023689	LOC-Os07g20150
EVM0023439	LOC-Os05g41930
EVM0010411	LOC-Os05g49610
EVM0019068	LOC-Os01g72160
EVM0004413	LOC-Os01g32170
EVM0015906	LOC-Os10g38206
EVM0034953	LOC-Os06g50910
EVM0008991	LOC-Os01g66000
EVM0027467	LOC-Os01g70600
EVM0012709	LOC-Os11g12740
EVM0002925	LOC-Os02g46520
EVM0006394	LOC-Os03g11950
EVM0025352	LOC-Os05g44970
EVM0016163	LOC-Os01g51700
EVM0036502	LOC-Os04g56800
EVM0007515	LOC-Os03g39820
EVM0027842	LOC-Os12g06200
EVM0018299	LOC-Os05g34920
EVM0001127	LOC-Os04g45950
EVM0000274	LOC-Os02g56840
EVM0032134	LOC-Os06g03980
EVM0030531	LOC-Os11g19340
EVM0010296	LOC-Os01g41220
EVM0029847	LOC-Os07g45890
EVM0002293	LOC-Os01g68510
EVM0016288	LOC-Os06g49800
EVM0000114	LOC-Os03g04100
EVM0033495	LOC-Os02g57780
EVM0002292	LOC-Os05g28950
EVM0016491	LOC-Os11g48090
EVM0020909	LOC-Os04g20220
EVM0031749	LOC-Os01g66560
EVM0025273	LOC-Os03g11900
EVM0007213	LOC-Os07g41810
EVM0011746	LOC-Os10g42940
EVM0002456	LOC-Os05g33000
EVM0037108	LOC-Os08g04180
EVM0011805	LOC-Os08g44940
EVM0022829	LOC-Os04g39970
EVM0008874	LOC-Os08g08860
EVM0031680	LOC-Os09g25810
EVM0013938	LOC-Os04g52200
EVM0034521	LOC-Os12g31710
EVM0020014	LOC-Os03g49940
EVM0003337	LOC-Os01g47760
EVM0006820	LOC-Os05g08600
EVM0021950	LOC-Os01g71770
EVM0016709	LOC-Os08g14220
EVM0021149	LOC-Os02g10160
EVM0012121	LOC-Os04g33370
EVM0027396	LOC-Os11g07970
EVM0007765	LOC-Os03g29240
EVM0015742	LOC-Os12g07480
EVM0033799	LOC-Os01g48210
EVM0034866	LOC-Os06g35540
EVM0019035	LOC-Os08g38720
EVM0003810	LOC-Os04g56910
EVM0028384	LOC-Os02g51840
EVM0024169	LOC-Os05g50600
EVM0011914	LOC-Os03g10030
EVM0004341	LOC-Os01g36970
EVM0031412	LOC-Os02g47350
EVM0021502	LOC-Os07g43322
EVM0004003	LOC-Os04g31730
EVM0011829	LOC-Os08g34970
EVM0037050	LOC-Os01g07376
EVM0035151	LOC-Os08g31110
EVM0010808	LOC-Os05g05140
EVM0007500	LOC-Os10g38660
EVM0026901	LOC-Os01g50110
EVM0025655	LOC-Os03g14400
EVM0003155	LOC-Os03g13720
EVM0020778	LOC-Os06g10560
EVM0007088	LOC-Os10g42840
EVM0006664	LOC-Os03g61950
EVM0011879	LOC-Os03g49490
EVM0017088	LOC-Os04g53300
EVM0018170	LOC-Os02g55330
EVM0036738	LOC-Os02g57480
EVM0030878	LOC-Os06g45110
EVM0032680	LOC-Os05g51790
EVM0029023	LOC-Os05g49440
EVM0006985	LOC-Os12g38610
EVM0033244	LOC-Os11g01154
EVM0015640	LOC-Os02g54360
EVM0021193	LOC-Os04g52390
EVM0009646	LOC-Os04g45020
EVM0027998	LOC-Os02g58790
EVM0033224	LOC-Os05g06490
EVM0002536	LOC-Os01g08850
EVM0006557	LOC-Os02g03540
EVM0012454	LOC-Os12g39330
EVM0019625	LOC-Os05g04220
EVM0010267	LOC-Os10g22380
EVM0016410	LOC-Os11g38780
EVM0001526	LOC-Os01g37960
EVM0011002	LOC-Os01g09740
EVM0030400	LOC-Os09g35960
EVM0034468	LOC-Os02g38480
EVM0036206	LOC-Os05g51670
EVM0025672	LOC-Os08g15060
EVM0019106	LOC-Os03g60700
EVM0017152	LOC-Os10g37850
EVM0026880	LOC-Os01g64930
EVM0030799	LOC-Os12g05430
EVM0024455	LOC-Os01g47080
EVM0035315	LOC-Os04g33060
EVM0012690	LOC-Os03g22880
EVM0005663	LOC-Os11g44950
EVM0031864	LOC-Os10g18890
EVM0001659	LOC-Os02g39340
