EVM0000006	AT1G44760
EVM0017792	AT4G29960
EVM0017795	AT3G03920
EVM0017797	AT2G36270
EVM0017798	AT5G17630
EVM0017802	AT3G12090
EVM0017804	AT1G03980
EVM0017807	AT4G30720
EVM0017811	AT1G20160
EVM0017815	AT2G33855
EVM0017816	AT4G16160
EVM0017820	AT4G00060
EVM0017836	AT3G06350
EVM0017843	AT4G12740
EVM0017845	AT1G60160
EVM0017849	AT5G42830
EVM0017851	AT1G01110
EVM0017856	AT4G31570
EVM0017860	AT4G12610
EVM0017865	AT3G06200
EVM0017867	AT2G02750
EVM0017869	AT1G27752
EVM0017875	AT4G37850
EVM0017876	AT3G14130
EVM0017877	AT2G11000
EVM0017878	AT3G12110
EVM0017880	AT1G11545
EVM0017884	AT5G25580
EVM0017887	AT4G09350
EVM0017889	AT5G53180
EVM0017891	AT2G21440
EVM0017896	AT3G51800
EVM0017898	AT5G38260
EVM0017902	AT5G64470
EVM0017905	AT2G40620
EVM0017906	AT1G24130
EVM0017908	AT4G37270
EVM0017909	AT4G30993
EVM0017913	AT1G70640
EVM0017919	AT4G39955
EVM0017924	AT2G32510
EVM0017929	AT1G15190
EVM0017933	AT5G17860
EVM0017937	AT2G41940
EVM0017938	AT3G26780
EVM0017940	AT1G80410
EVM0017941	AT5G54590
EVM0017943	AT4G22370
EVM0017953	AT2G39260
EVM0017954	AT1G71990
EVM0017955	AT1G13440
EVM0017959	AT5G52390
EVM0017967	AT3G03980
EVM0017968	AT2G31730
EVM0017969	AT2G25910
EVM0017970	AT1G17450
EVM0017972	AT1G62360
EVM0017975	AT5G13170
EVM0017985	AT2G20280
EVM0017986	AT4G39090
EVM0017989	AT1G20920
EVM0017990	AT5G14580
EVM0018000	AT2G26590
EVM0018008	AT1G30900
EVM0018010	AT1G05780
EVM0018016	AT1G72190
EVM0018018	AT5G52990
EVM0018022	AT3G54090
EVM0018023	AT1G63110
EVM0018026	AT3G51520
EVM0018027	AT2G30870
EVM0018029	AT1G07420
EVM0018030	AT1G21840
EVM0018031	AT1G30080
EVM0018036	AT5G22260
EVM0018037	AT5G47070
EVM0018038	AT1G17870
EVM0018052	AT5G13870
EVM0018054	AT2G36870
EVM0018056	AT2G40435
EVM0018059	AT2G38550
EVM0018062	AT5G49560
EVM0018063	AT2G04360
EVM0018067	AT1G32450
EVM0018075	AT5G07810
EVM0018083	AT5G02740
EVM0018084	AT1G24450
EVM0018087	ATCG00660
EVM0018091	AT1G25270
EVM0018093	AT3G59660
EVM0018096	AT2G26780
EVM0018099	AT2G16190
EVM0018104	AT3G59670
EVM0018105	AT5G38780
EVM0018114	AT5G62520
EVM0018115	AT2G21940
EVM0018117	AT5G49690
EVM0018119	AT1G02630
EVM0018121	AT2G33360
EVM0018124	AT1G53050
EVM0018126	AT4G18240
EVM0018134	AT1G07705
EVM0018135	ATMG01190
EVM0018136	AT2G40830
EVM0018137	AT1G22870
EVM0018144	AT2G26330
EVM0018146	AT5G50840
EVM0018150	AT5G18670
EVM0018154	ATMG00300
EVM0018157	AT3G08490
EVM0018161	AT1G65920
EVM0018164	AT3G05390
EVM0018168	AT1G10830
EVM0018170	AT4G31020
EVM0018181	AT1G31220
EVM0018184	AT5G23720
EVM0018190	AT5G49650
EVM0018194	AT5G14420
EVM0018199	AT2G40850
EVM0018201	AT3G26085
EVM0018203	AT2G25050
EVM0018205	AT5G20200
EVM0018213	AT1G79560
EVM0018216	AT3G10390
EVM0018217	AT1G05270
EVM0018219	AT2G43250
EVM0018228	AT4G00390
EVM0018232	AT1G72420
EVM0018237	AT3G01930
EVM0018246	AT4G01370
EVM0018247	AT4G15790
EVM0018253	AT1G09900
EVM0018255	AT1G12570
EVM0018256	AT1G03520
EVM0018259	AT2G17480
EVM0018262	AT4G35790
EVM0018265	AT1G72210
EVM0018267	AT5G54200
EVM0018279	AT2G16890
EVM0018281	AT3G07180
EVM0018282	AT5G23400
EVM0018284	AT1G35340
EVM0018285	AT4G34150
EVM0018288	AT5G36290
EVM0018289	AT3G07100
EVM0018294	AT1G75180
EVM0018300	AT1G80880
EVM0018303	AT5G45760
EVM0018304	AT5G18580
EVM0018310	AT2G48030
EVM0018313	AT5G42130
EVM0018314	AT3G56200
EVM0018315	AT2G37410
EVM0018318	AT2G22610
EVM0018321	AT5G35630
EVM0018326	AT1G72710
EVM0018329	AT1G10500
EVM0018332	AT1G01880
EVM0018335	AT5G48130
EVM0018342	AT5G60910
EVM0018344	AT1G21480
EVM0018349	AT5G48970
EVM0018351	AT5G67590
EVM0018353	AT3G55460
EVM0018356	AT3G19360
EVM0018357	AT5G19290
EVM0018360	AT2G17890
EVM0018364	AT1G55000
EVM0018367	AT5G07050
EVM0018372	AT3G51460
EVM0018376	AT4G22000
EVM0018377	AT5G12200
EVM0018378	AT4G17240
EVM0018379	AT4G12400
EVM0018384	AT1G22860
EVM0018386	AT4G20360
EVM0018388	AT4G02320
EVM0018389	AT5G38290
EVM0018396	AT4G38200
EVM0018398	AT5G16890
EVM0018400	AT4G30340
EVM0018402	AT5G60710
EVM0018408	AT1G02150
EVM0018410	AT4G32450
EVM0018411	AT2G32850
EVM0018414	AT1G09770
EVM0018419	AT5G21430
EVM0018421	AT3G54300
EVM0018426	AT3G33530
EVM0018436	AT5G64920
EVM0018441	AT5G42765
EVM0018444	AT1G08070
EVM0018445	AT1G24050
EVM0018449	AT1G05970
EVM0018450	AT5G26742
EVM0018451	AT1G72970
EVM0018454	AT1G06490
EVM0018461	AT3G29090
EVM0018464	AT5G15250
EVM0018465	AT2G23810
EVM0018466	AT1G04600
EVM0018470	AT1G36320
EVM0018471	AT1G09530
EVM0018473	AT3G59490
EVM0018476	AT5G15900
EVM0018483	AT5G20660
EVM0018484	AT2G35160
EVM0018485	AT5G11910
EVM0018496	AT4G24200
EVM0018497	AT5G53140
EVM0018499	AT4G08350
EVM0018501	AT5G07350
EVM0018502	AT4G23890
EVM0018510	AT4G15890
EVM0018518	AT1G80150
EVM0018531	AT1G22440
EVM0018532	AT3G49910
EVM0018538	AT2G16440
EVM0018544	AT2G33860
EVM0018551	AT3G04350
EVM0018555	AT1G63910
EVM0018556	AT1G43650
EVM0018557	AT4G27020
EVM0018558	AT3G17830
EVM0018560	AT5G08500
EVM0018566	AT4G00450
EVM0018568	AT3G46630
EVM0018573	AT1G79040
EVM0018575	AT3G15550
EVM0018577	AT5G21222
EVM0018580	AT2G30100
EVM0018581	AT2G47010
EVM0018582	AT1G68710
EVM0018586	AT5G23960
EVM0018593	AT2G43490
EVM0018598	AT3G18930
EVM0018604	AT2G17980
EVM0018605	AT1G44920
EVM0018607	AT1G56180
EVM0018609	AT2G40815
EVM0018611	AT5G44060
EVM0018614	AT5G49880
EVM0018621	AT4G10300
EVM0018623	AT1G31720
EVM0018624	AT3G16950
EVM0018626	AT4G19150
EVM0018630	AT2G41530
EVM0018631	AT5G56230
EVM0018632	AT2G35640
EVM0018636	AT3G28150
EVM0018637	AT4G30930
EVM0018639	AT1G07990
EVM0018640	AT5G07960
EVM0018647	AT3G05170
EVM0018648	AT2G25430
EVM0018654	AT2G27285
EVM0018662	AT1G55620
EVM0018665	AT1G30620
EVM0018671	AT5G43822
EVM0018677	AT1G06050
EVM0018687	AT1G22150
EVM0018688	AT2G35530
EVM0018689	AT3G20430
EVM0018694	AT5G09570
EVM0018703	AT1G06330
EVM0018704	AT1G09390
EVM0018709	AT4G37090
EVM0018710	AT3G61220
EVM0018711	AT1G11650
EVM0018713	AT1G47720
EVM0018719	AT5G02880
EVM0018722	AT2G41950
EVM0018734	AT1G70100
EVM0018737	AT2G40320
EVM0018739	AT5G10870
EVM0018740	AT5G20840
EVM0018749	AT1G77380
EVM0018750	AT3G12270
EVM0018753	AT5G52820
EVM0018763	AT1G77590
EVM0018764	AT5G22640
EVM0018765	AT5G45170
EVM0018774	AT5G08680
EVM0018776	AT1G79280
EVM0018778	AT3G14970
EVM0018779	AT3G59390
EVM0018780	AT2G37650
EVM0018781	AT3G56290
EVM0018783	AT5G50160
EVM0018788	AT5G64550
EVM0018790	AT2G32090
EVM0018792	AT3G62860
EVM0018801	AT3G01920
EVM0018804	AT1G64280
EVM0018806	AT3G54890
EVM0018808	AT5G44240
EVM0018811	AT3G09970
EVM0018812	AT3G07750
EVM0018817	AT2G01320
EVM0018818	AT3G06040
EVM0018820	AT1G63060
EVM0018821	AT2G35790
EVM0018823	AT2G28760
EVM0018825	AT3G61650
EVM0018831	AT4G20980
EVM0018833	AT4G38190
EVM0018834	AT1G79500
EVM0018835	AT4G09160
EVM0018846	AT5G11480
EVM0018848	AT1G74780
EVM0018849	AT1G14820
EVM0018853	AT1G09540
EVM0018855	AT3G01435
EVM0018857	AT5G37550
EVM0018858	AT1G52800
EVM0018863	AT2G48060
EVM0018864	AT4G28230
EVM0018865	ATCG00040
EVM0018867	AT5G39110
EVM0018868	AT4G26490
EVM0018869	AT3G57910
EVM0018871	AT5G50290
EVM0018873	AT4G32400
EVM0018877	AT5G61670
EVM0018879	AT1G36940
EVM0018880	AT5G16620
EVM0018881	AT5G04280
EVM0018884	AT5G02010
EVM0018890	AT2G24130
EVM0018898	AT5G12250
EVM0018906	AT5G01670
EVM0018908	AT5G14130
EVM0018912	AT1G17500
EVM0018914	AT2G36690
EVM0018919	AT5G01910
EVM0018922	AT2G44900
EVM0018924	AT2G39350
EVM0018925	AT3G21810
EVM0018930	AT3G21760
EVM0018936	AT5G20990
EVM0018941	AT1G10600
EVM0018942	AT1G64390
EVM0018943	AT1G05830
EVM0018955	AT5G14210
EVM0018963	AT3G13020
EVM0018965	AT3G54630
EVM0018966	AT1G21710
EVM0018967	AT4G17080
EVM0018969	AT2G27590
EVM0018970	AT5G43500
EVM0018973	AT4G18930
EVM0018974	AT2G21090
EVM0018977	AT5G50970
EVM0018983	AT1G80920
EVM0018989	AT2G26490
EVM0018990	AT1G44170
EVM0018993	AT1G11360
EVM0018996	AT5G37830
EVM0018999	AT2G26840
EVM0019001	AT3G54110
EVM0019007	AT3G61180
EVM0019013	AT5G45750
EVM0019014	AT1G74750
EVM0019016	AT4G19100
EVM0019017	AT5G05240
EVM0019018	AT5G52600
EVM0019020	AT5G24240
EVM0019022	AT1G80550
EVM0019025	AT1G78895
EVM0019027	AT2G24820
EVM0019030	AT2G41120
EVM0019034	AT1G04850
EVM0019035	AT5G56090
EVM0019039	AT4G27040
EVM0019040	AT3G09660
EVM0019043	AT4G28660
EVM0019046	AT2G22400
EVM0019048	AT2G29680
EVM0019049	AT1G77210
EVM0019053	AT5G49550
EVM0019054	AT5G38730
EVM0019058	AT3G06980
EVM0019060	AT4G25650
EVM0019063	AT1G25420
EVM0019067	AT1G07650
EVM0019068	AT3G09270
EVM0019074	AT1G08980
EVM0019076	AT4G29590
EVM0019081	AT1G11120
EVM0019085	AT3G15260
EVM0019096	AT4G17540
EVM0019100	AT5G05320
EVM0019106	AT2G39630
EVM0019117	AT5G06830
EVM0019122	AT5G07670
EVM0019123	ATCG00730
EVM0019126	AT4G02020
EVM0019128	AT2G15000
EVM0019130	ATMG00070
EVM0019131	AT2G19520
EVM0019142	AT2G21120
EVM0019146	AT3G57600
EVM0019154	AT1G75780
EVM0019158	AT4G29940
EVM0019167	AT5G02960
EVM0019168	AT1G62300
EVM0019175	AT3G55290
EVM0019177	AT4G02800
EVM0019178	AT5G14320
EVM0019183	AT5G62420
EVM0019187	AT5G51350
EVM0019198	AT5G49980
EVM0019200	AT5G66760
EVM0019204	AT4G17380
EVM0019214	AT1G06320
EVM0019216	AT1G22275
EVM0019217	AT4G28025
EVM0019219	AT1G14345
EVM0019222	AT4G39050
EVM0019230	AT5G65980
EVM0019234	AT1G30700
EVM0019246	AT2G39420
EVM0019252	AT2G15790
EVM0019253	AT3G29180
EVM0019255	AT3G19553
EVM0019257	AT1G26180
EVM0019262	AT5G20140
EVM0019264	AT2G41080
EVM0019265	AT5G59350
EVM0019266	AT4G20020
EVM0019268	AT3G22300
EVM0019272	AT5G01450
EVM0019273	AT4G15950
EVM0019286	AT1G80070
EVM0019288	AT1G03440
EVM0019289	AT4G04870
EVM0019290	AT5G35170
EVM0019291	AT1G21740
EVM0019294	AT5G22110
EVM0019306	AT3G50740
EVM0019307	AT3G54320
EVM0019315	AT3G12400
EVM0019317	AT5G67420
EVM0019318	AT3G12940
EVM0019319	AT1G11660
EVM0019321	AT4G31170
EVM0019323	AT3G45750
EVM0019328	AT5G27550
EVM0019330	AT1G73500
EVM0019331	AT2G19090
EVM0019333	AT5G16450
EVM0019334	AT4G33000
EVM0019335	AT2G44050
EVM0019342	AT5G66330
EVM0019345	AT4G25590
EVM0019346	AT3G12600
EVM0019348	AT2G17650
EVM0019357	AT3G30841
EVM0019359	AT3G63120
EVM0019364	AT1G32260
EVM0019368	AT4G24700
EVM0019370	AT5G66920
EVM0019377	AT1G16670
EVM0019385	AT1G01840
EVM0019389	AT1G44446
EVM0019391	AT1G75520
EVM0019395	AT4G35090
EVM0019398	AT4G26690
EVM0019402	AT5G61060
EVM0019406	AT5G02800
EVM0019408	AT3G49590
EVM0019409	AT5G14570
EVM0019412	AT1G51710
EVM0019417	AT3G21290
EVM0019423	AT5G01410
EVM0019425	AT2G25790
EVM0019426	AT5G47450
EVM0019427	AT5G42620
EVM0019431	AT3G57630
EVM0019432	AT3G21510
EVM0019435	AT4G04614
EVM0019437	AT3G62880
EVM0019438	AT2G25180
EVM0019440	AT1G23740
EVM0019441	AT4G26980
EVM0019446	AT3G63470
EVM0019450	AT3G58000
EVM0019453	AT3G06778
EVM0019455	AT4G01470
EVM0019461	AT1G54690
EVM0019462	AT4G33520
EVM0019464	AT5G03800
EVM0019470	AT2G29670
EVM0019471	AT1G13900
EVM0019473	AT3G10310
EVM0019474	AT1G03650
EVM0019477	ATCG00340
EVM0019479	AT2G41680
EVM0019483	AT3G52150
EVM0019485	AT3G01800
EVM0019488	AT1G31940
EVM0019495	AT4G20760
EVM0019498	AT4G02110
EVM0019500	AT4G19390
EVM0019502	AT5G08300
EVM0019504	AT5G21920
EVM0019511	AT5G53860
EVM0019512	AT3G06170
EVM0019513	AT2G35270
EVM0019514	AT4G05400
EVM0019520	AT5G07720
EVM0019522	AT2G46150
EVM0019523	AT4G26220
EVM0019526	AT1G66930
EVM0019527	AT3G07410
EVM0019528	AT3G07470
EVM0019535	AT5G61990
EVM0019538	AT5G16460
EVM0019546	AT5G39680
EVM0019547	AT1G13270
EVM0019553	AT3G63070
EVM0019556	AT1G08540
EVM0019564	AT3G61050
EVM0019565	AT1G09590
EVM0019572	ATCG01130
EVM0019573	ATCG00180
EVM0019574	AT3G06483
EVM0019577	AT4G14050
EVM0019579	AT2G38680
EVM0019581	AT5G63160
EVM0019583	AT1G10240
EVM0019585	AT4G12800
EVM0019588	AT3G24190
EVM0019590	AT1G10630
EVM0019593	AT2G26060
EVM0019594	AT1G79960
EVM0019597	AT1G01490
EVM0019598	AT5G37670
EVM0019601	AT1G24300
EVM0019602	AT5G22930
EVM0019603	AT1G15390
EVM0019607	AT1G79250
EVM0019609	AT1G11780
EVM0019612	AT3G43240
EVM0019619	AT5G63980
EVM0019620	AT5G64120
EVM0019623	AT5G43790
EVM0019624	AT4G29010
EVM0019625	AT4G01900
EVM0019626	AT2G41520
EVM0019627	AT3G58460
EVM0019630	AT5G02390
EVM0019633	AT1G02060
EVM0019640	AT4G25720
EVM0019641	AT3G21070
EVM0019643	AT5G06750
EVM0019644	AT1G16490
EVM0019648	AT4G37840
EVM0019653	AT5G01400
EVM0019656	AT2G39080
EVM0019660	AT3G27460
EVM0019661	AT4G32290
EVM0019663	AT2G35500
EVM0019664	AT4G17720
EVM0019665	AT2G48140
EVM0019666	AT1G01510
EVM0019677	AT3G01980
EVM0019679	AT5G45800
EVM0019682	AT2G01680
EVM0019683	AT4G27590
EVM0019690	AT1G29000
EVM0019691	AT4G33490
EVM0019701	AT1G57770
EVM0019704	AT1G64570
EVM0019708	AT4G06599
EVM0019712	AT5G03940
EVM0019713	AT1G77230
EVM0019714	AT3G48820
EVM0019721	AT1G20560
EVM0019728	ATCG00190
EVM0019732	AT5G13650
EVM0019733	AT5G60335
EVM0019735	AT2G39830
EVM0019736	AT2G29940
EVM0019737	AT1G52740
EVM0019738	AT3G47940
EVM0019743	AT5G39790
EVM0019747	AT4G37870
EVM0019750	AT5G16730
EVM0019753	AT1G38131
EVM0019757	AT1G69160
EVM0019758	AT1G66170
EVM0019762	AT5G13980
EVM0019773	AT5G06140
EVM0019777	AT3G07210
EVM0019778	AT2G43465
EVM0019779	AT4G26200
EVM0019780	AT3G12010
EVM0019787	AT5G10460
EVM0019788	AT1G16900
EVM0019790	AT1G49350
EVM0019796	AT3G47860
EVM0019805	AT2G36850
EVM0019807	AT1G55830
EVM0019811	AT4G17620
EVM0019813	AT5G15540
EVM0019814	AT1G52080
EVM0019818	AT1G26910
EVM0019820	AT4G27510
EVM0019822	AT1G13990
EVM0019828	AT3G04710
EVM0019833	AT3G51550
EVM0019834	ATCG00790
EVM0019846	AT5G18930
EVM0019847	AT1G48410
EVM0019848	AT3G28040
EVM0019849	ATMG00160
EVM0019869	AT5G59180
EVM0019875	AT1G06040
EVM0019877	AT1G13030
EVM0019882	AT3G26580
EVM0019884	AT4G24830
EVM0019888	AT3G22490
EVM0019892	AT5G45550
EVM0019893	AT5G56260
EVM0019894	AT3G47370
EVM0019895	AT5G11540
EVM0019899	AT5G02410
EVM0019907	AT5G51340
EVM0019910	AT3G11560
EVM0019920	AT3G52580
EVM0019921	AT4G18840
EVM0019922	AT2G23820
EVM0019926	AT5G56280
EVM0019927	AT5G42850
EVM0019928	AT4G22760
EVM0019932	AT5G25630
EVM0019937	AT3G55000
EVM0019939	AT5G65520
EVM0019942	AT1G56720
EVM0019946	AT1G04130
EVM0019947	AT5G51880
EVM0019952	AT5G20860
EVM0019955	AT5G13990
EVM0019960	AT3G25860
EVM0019961	AT1G76240
EVM0019962	AT5G65000
EVM0019976	AT3G29270
EVM0019987	AT3G49530
EVM0019989	AT5G12230
EVM0019994	AT5G17670
EVM0019999	AT3G15660
EVM0020001	AT1G17080
EVM0020002	AT1G56423
EVM0020009	AT1G50510
EVM0020013	AT3G44610
EVM0020017	AT4G37190
EVM0020018	AT1G61820
EVM0020020	AT3G06810
EVM0020022	AT1G69290
EVM0020027	AT5G67090
EVM0020028	AT2G37670
EVM0020029	AT1G66140
EVM0020033	AT3G13340
EVM0020037	AT3G56960
EVM0020044	AT3G08020
EVM0020045	AT2G28305
EVM0020050	AT1G01220
EVM0020054	AT3G12120
EVM0020060	AT1G06900
EVM0020063	AT3G48710
EVM0020069	AT4G10650
EVM0020071	AT2G44380
EVM0020073	AT5G42760
EVM0020076	AT5G03610
EVM0020081	AT4G25970
EVM0020083	AT1G05150
EVM0020084	AT2G04350
EVM0020086	AT5G54530
EVM0020090	AT5G24840
EVM0020091	AT3G58170
EVM0020106	AT3G20475
EVM0020107	AT2G33730
EVM0020108	AT3G48800
EVM0020119	AT1G14340
EVM0020125	AT5G54270
EVM0020128	AT3G05590
EVM0020129	AT5G53170
EVM0020138	AT5G67480
EVM0020139	AT3G61590
EVM0020143	AT1G15910
EVM0020147	AT5G48380
EVM0020148	AT3G07790
EVM0020150	AT3G23130
EVM0020159	AT3G29200
EVM0020160	AT4G28400
EVM0020166	AT1G51400
EVM0020167	AT4G34890
EVM0020168	AT2G44540
EVM0020172	AT5G05660
EVM0020174	AT2G46530
EVM0020180	AT5G06770
EVM0020182	AT3G25470
EVM0020184	AT5G05960
EVM0020185	AT2G45260
EVM0020187	AT5G24450
EVM0020188	AT5G16990
EVM0020191	AT5G59790
EVM0020194	AT1G07530
EVM0020195	AT4G02510
EVM0020200	AT5G58760
EVM0020201	AT5G57655
EVM0020203	AT4G32330
EVM0020205	AT3G03940
EVM0020209	AT4G38100
EVM0020211	AT3G02920
EVM0020212	AT2G47210
EVM0020214	AT4G36980
EVM0020215	AT2G15230
EVM0020216	AT4G01897
EVM0020220	AT5G62065
EVM0020221	AT3G59680
EVM0020223	AT1G56000
EVM0020224	AT5G38660
EVM0020232	AT5G38200
EVM0020239	AT1G07750
EVM0020240	ATMG00310
EVM0020244	AT1G24706
EVM0020246	AT2G28350
EVM0020247	AT5G18970
EVM0020252	AT3G47890
EVM0020254	AT1G20230
EVM0020256	AT3G50920
EVM0020257	AT1G03620
EVM0020264	AT4G18780
EVM0020267	AT5G09970
EVM0020268	AT5G52950
EVM0020269	AT1G48930
EVM0020270	AT2G45140
EVM0020275	AT1G03390
EVM0020276	AT3G48860
EVM0020284	AT2G25730
EVM0020285	AT5G64700
EVM0020287	AT5G64480
EVM0020290	AT5G49010
EVM0020291	AT4G01575
EVM0020293	AT5G58130
EVM0020296	AT3G06340
EVM0020305	AT1G13700
EVM0020309	AT2G32040
EVM0020311	AT2G30710
EVM0020316	AT5G56940
EVM0020318	AT1G43130
EVM0020322	AT4G01935
EVM0020330	AT5G61400
EVM0020331	AT4G14180
EVM0020334	AT1G29220
EVM0020336	AT1G09620
EVM0020341	AT5G55060
EVM0020347	AT2G31500
EVM0020348	AT5G61280
EVM0020350	AT2G42120
EVM0020351	AT5G12380
EVM0020353	AT5G39040
EVM0020355	AT2G38170
EVM0020358	AT1G55870
EVM0020359	AT1G67560
EVM0020360	AT5G01430
EVM0020363	AT2G29660
EVM0020364	AT1G70740
EVM0020365	AT3G46530
EVM0020368	AT3G05625
EVM0020370	AT3G51610
EVM0020372	AT4G21380
EVM0020375	AT5G15710
EVM0020388	AT3G10290
EVM0020389	AT4G29000
EVM0020390	AT2G22180
EVM0020398	AT5G38890
EVM0020399	AT5G10560
EVM0020407	AT5G22470
EVM0020408	AT4G09580
EVM0020411	AT2G40030
EVM0020417	AT1G68830
EVM0020421	AT2G30200
EVM0020429	AT3G19190
EVM0020431	AT1G29860
EVM0020434	AT1G10910
EVM0020437	AT3G51390
EVM0020438	AT1G13250
EVM0020443	AT5G63950
EVM0020444	AT2G28110
EVM0020445	AT1G30290
EVM0020449	AT5G24460
EVM0020450	AT4G35530
EVM0020453	AT1G71220
EVM0020456	AT5G64370
EVM0020462	AT2G45460
EVM0020465	AT4G24175
EVM0020466	AT5G63030
EVM0020471	AT1G22710
EVM0020472	AT4G11980
EVM0020475	AT5G15350
EVM0020476	AT5G35690
EVM0020478	AT1G72275
EVM0020479	AT5G62840
EVM0020481	AT5G67080
EVM0020482	AT5G42810
EVM0020486	AT2G32810
EVM0020490	AT5G04420
EVM0020491	AT5G18280
EVM0020492	AT1G15950
EVM0020495	AT1G21430
EVM0020498	AT4G30080
EVM0020501	AT2G21070
EVM0020504	AT4G33870
EVM0020505	AT1G30040
EVM0020514	AT5G49660
EVM0020515	AT2G22530
EVM0020516	AT4G24015
EVM0020522	AT2G45350
EVM0020530	AT3G10360
EVM0020537	AT3G01790
EVM0020545	AT5G45040
EVM0020546	AT4G10710
EVM0020566	AT1G74830
EVM0020567	AT5G38450
EVM0020570	AT3G11050
EVM0020574	AT3G07820
EVM0020577	AT5G10020
EVM0020584	AT1G54740
EVM0020590	AT2G44525
EVM0020597	AT1G21450
EVM0020598	AT4G37040
EVM0020600	AT4G22120
EVM0020607	AT4G11270
EVM0020609	AT5G64930
EVM0020617	AT4G21860
EVM0020618	AT2G26695
EVM0020619	AT5G52980
EVM0020622	AT4G30870
EVM0020623	AT4G13670
EVM0020624	AT5G14250
EVM0020632	AT3G52950
EVM0020633	AT3G59110
EVM0020644	AT5G24080
EVM0020657	AT1G22730
EVM0020659	AT2G32700
EVM0020663	AT1G30280
EVM0020665	AT1G08480
EVM0020668	AT1G49870
EVM0020673	AT3G63090
EVM0020679	AT3G14270
EVM0020684	AT3G12260
EVM0020685	AT2G02500
EVM0020689	AT5G03820
EVM0020690	AT1G45000
EVM0020691	AT1G29850
EVM0020692	AT4G39620
EVM0020697	AT2G45550
EVM0020700	AT1G53885
EVM0020702	AT5G13500
EVM0020706	AT1G50480
EVM0020707	AT4G11820
EVM0020709	AT1G18190
EVM0020713	AT1G55930
EVM0020715	AT1G21400
EVM0020716	AT2G26260
EVM0020727	AT5G49960
EVM0020729	AT1G72790
EVM0020733	AT3G05090
EVM0020734	AT5G50570
EVM0020736	AT2G37050
EVM0020739	AT1G11940
EVM0020743	AT3G16090
EVM0020751	AT3G11620
EVM0020753	AT1G76450
EVM0020755	AT1G74210
EVM0020762	AT5G55310
EVM0020765	AT5G12340
EVM0020767	AT5G49630
EVM0020770	AT4G32680
EVM0020771	AT3G57510
EVM0020775	AT3G54420
EVM0020777	AT3G53760
EVM0020778	AT5G06700
EVM0020784	AT3G06740
EVM0020785	AT3G10180
EVM0020788	AT3G05610
EVM0020789	AT1G50300
EVM0020794	AT4G20260
EVM0020795	AT1G58030
EVM0020803	AT3G06480
EVM0020807	AT4G04470
EVM0020808	AT1G27070
EVM0020811	AT4G02725
EVM0020816	AT4G33280
EVM0020818	AT4G16650
EVM0020819	AT5G58710
EVM0020825	AT4G22380
EVM0020834	AT3G09580
EVM0020836	AT3G07570
EVM0020838	AT1G07320
EVM0020841	AT3G61550
EVM0020842	AT5G27390
EVM0020848	AT1G29070
EVM0020854	AT4G03240
EVM0020860	AT1G27060
EVM0020864	AT4G18390
EVM0020865	AT1G76940
EVM0020870	AT4G02080
EVM0020877	AT5G62200
EVM0020885	AT5G55730
EVM0020890	AT3G50790
EVM0020903	AT1G78600
EVM0020905	AT5G58350
EVM0020906	AT5G59300
EVM0020907	AT5G03070
EVM0020909	AT1G18070
EVM0020917	AT5G62270
EVM0020919	AT5G05780
EVM0020926	AT3G13860
EVM0020929	AT3G27810
EVM0020930	AT4G04930
EVM0020932	AT1G17050
EVM0020933	AT5G62550
EVM0020936	AT5G25190
EVM0020939	AT5G03905
EVM0020941	AT3G24030
EVM0020942	AT1G06620
EVM0020948	AT4G34880
EVM0020955	AT5G04895
EVM0020956	AT5G04500
EVM0020962	AT5G48310
EVM0020965	AT4G13480
EVM0020966	AT1G24510
EVM0020967	AT1G12244
EVM0020968	AT5G62180
EVM0020972	AT2G24420
EVM0020974	ATMG00480
EVM0020976	AT1G31260
EVM0020979	AT1G70670
EVM0020981	AT5G27820
EVM0020982	AT2G25737
EVM0020983	AT4G36195
EVM0020987	AT5G23940
EVM0020994	AT1G01630
EVM0020998	AT3G01040
EVM0021004	AT5G43020
EVM0021010	AT4G16640
EVM0021012	AT3G29100
EVM0021016	AT2G45510
EVM0021017	AT4G32250
EVM0021021	AT1G48910
EVM0021026	AT5G53310
EVM0021034	AT2G04780
EVM0021035	AT4G38240
EVM0021037	AT1G29290
EVM0021038	AT5G57940
EVM0021043	AT3G01470
EVM0021045	AT5G49480
EVM0021048	AT5G08305
EVM0021049	AT5G06080
EVM0021055	AT1G77460
EVM0021057	AT2G02820
EVM0021058	AT3G52970
EVM0021059	AT1G30135
EVM0021067	AT4G01150
EVM0021069	AT5G65380
EVM0021073	ATCG01070
EVM0021074	AT3G15360
EVM0021080	AT4G31600
EVM0021091	AT3G53970
EVM0021092	AT1G77670
EVM0021096	AT2G33150
EVM0021099	AT3G44890
EVM0021105	AT2G38920
EVM0021107	AT5G37060
EVM0021111	AT1G09060
EVM0021113	AT1G16060
EVM0021115	AT5G48720
EVM0021117	AT5G40670
EVM0021120	AT4G19490
EVM0021121	AT5G02310
EVM0021123	AT3G10410
EVM0021125	AT1G09680
EVM0021129	AT4G32175
EVM0021135	AT1G20190
EVM0021143	AT1G76405
EVM0021144	AT5G12080
EVM0021145	AT5G08650
EVM0021146	AT1G80760
EVM0021147	AT5G26820
EVM0021149	AT3G12150
EVM0021157	AT5G39710
EVM0021158	AT1G50030
EVM0021160	AT1G20050
EVM0021164	AT5G14390
EVM0021167	AT1G70580
EVM0021169	AT5G41850
