EVM0021012	GRMZM5G894156
EVM0001900	GRMZM2G145633
EVM0025734	GRMZM2G170034
EVM0016109	GRMZM2G176499
EVM0006800	GRMZM2G085005
EVM0013411	GRMZM2G078360
EVM0004459	GRMZM2G170941
EVM0035586	GRMZM2G027741
EVM0029420	GRMZM2G465046
EVM0029293	GRMZM2G162052
EVM0022093	GRMZM2G135816
EVM0030927	GRMZM2G063342
EVM0028453	GRMZM5G862931
EVM0009921	GRMZM2G074280
EVM0021556	GRMZM2G362850
EVM0008440	GRMZM2G108898
EVM0017096	GRMZM5G824831
EVM0035052	GRMZM2G146041
EVM0023787	GRMZM2G051522
EVM0035221	GRMZM2G091581
EVM0001987	GRMZM2G088783
EVM0006313	GRMZM2G313529
EVM0026253	GRMZM2G124239
EVM0023977	GRMZM2G050714
EVM0032758	AC216010.3
EVM0002602	GRMZM2G167694
EVM0033112	GRMZM5G854571
EVM0021681	AY530952.1
EVM0005408	GRMZM2G062641
EVM0022613	GRMZM5G805585
EVM0033759	GRMZM2G047384
EVM0031993	GRMZM2G092550
EVM0018219	AC219061.2
EVM0023984	GRMZM2G070351
EVM0019641	GRMZM2G059073
EVM0028473	GRMZM2G078279
EVM0032591	GRMZM2G075348
EVM0019333	GRMZM2G005771
EVM0019252	GRMZM2G329306
EVM0031616	GRMZM2G179024
EVM0020514	GRMZM2G080503
EVM0004671	GRMZM5G821439
EVM0022592	GRMZM2G152775
EVM0034837	GRMZM2G100750
EVM0018010	GRMZM2G028676
EVM0023454	GRMZM2G086277
EVM0026521	GRMZM2G322047
EVM0017022	GRMZM2G115615
EVM0024546	GRMZM2G404897
EVM0024817	GRMZM2G105391
EVM0012836	GRMZM2G068151
EVM0032226	GRMZM2G043238
EVM0023930	GRMZM2G034668
EVM0000224	GRMZM2G342963
EVM0029450	GRMZM2G311919
EVM0021803	GRMZM2G166718
EVM0005368	GRMZM2G434514
EVM0015294	GRMZM2G019971
EVM0035243	GRMZM2G081221
EVM0007994	GRMZM2G077851
EVM0030993	GRMZM5G847615
EVM0031628	GRMZM2G101760
EVM0028934	GRMZM2G062289
EVM0006322	GRMZM2G098912
EVM0025872	GRMZM2G027023
EVM0013629	GRMZM2G042099
EVM0035491	GRMZM2G097728
EVM0031100	GRMZM2G066248
EVM0014960	GRMZM2G014653
EVM0003305	GRMZM2G044011
EVM0013568	GRMZM2G164835
EVM0006620	GRMZM5G879278
EVM0036829	GRMZM2G425249
EVM0030828	GRMZM2G323679
EVM0034950	GRMZM2G026991
EVM0015040	GRMZM5G836174
EVM0017780	GRMZM2G067752
EVM0031178	GRMZM2G018943
EVM0018871	GRMZM2G092590
EVM0022455	GRMZM2G016926
EVM0031003	GRMZM2G039792
EVM0011756	GRMZM2G135940
EVM0025929	GRMZM2G137120
EVM0026132	GRMZM2G060327
EVM0020965	GRMZM2G027697
EVM0028135	GRMZM5G898597
EVM0025981	GRMZM2G446234
EVM0007893	GRMZM2G105167
EVM0015639	GRMZM2G048371
EVM0008883	GRMZM2G019501
EVM0008127	GRMZM2G102243
EVM0007754	GRMZM2G130425
EVM0012175	GRMZM2G303431
EVM0019737	GRMZM2G056231
EVM0030955	GRMZM2G020856
EVM0029221	AC230013.2
EVM0012942	GRMZM2G164418
EVM0019085	GRMZM2G010298
EVM0018863	GRMZM2G329944
EVM0031870	GRMZM2G177077
EVM0003263	GRMZM2G029933
EVM0017741	GRMZM2G148387
EVM0008351	GRMZM2G165755
EVM0031554	GRMZM2G007190
EVM0014262	GRMZM2G167758
EVM0022525	GRMZM2G146207
EVM0008421	GRMZM2G066923
EVM0009434	GRMZM5G823004
EVM0035494	GRMZM2G134067
EVM0029577	GRMZM2G100652
EVM0003335	GRMZM2G465835
EVM0023713	GRMZM2G002173
EVM0033640	GRMZM2G385287
EVM0020239	GRMZM2G054852
EVM0013377	GRMZM2G023204
EVM0004568	GRMZM2G347645
EVM0028140	GRMZM2G039622
EVM0030133	GRMZM2G057075
EVM0014794	GRMZM2G056762
EVM0033610	GRMZM2G051374
EVM0027112	GRMZM2G044569
EVM0014002	GRMZM2G424582
EVM0004093	GRMZM2G488458
EVM0015276	GRMZM6G798998
EVM0012400	GRMZM2G129354
EVM0000285	GRMZM2G019177
EVM0018464	GRMZM2G048836
EVM0007362	GRMZM2G087753
EVM0031252	GRMZM2G374385
EVM0018064	GRMZM2G021095
EVM0004129	GRMZM2G134295
EVM0035563	GRMZM2G450935
EVM0023135	GRMZM2G090728
EVM0014135	GRMZM2G002959
EVM0017852	GRMZM2G310840
EVM0000303	GRMZM2G308203
EVM0032767	GRMZM2G029029
EVM0035455	GRMZM2G159431
EVM0033976	GRMZM2G004445
EVM0024527	GRMZM2G129431
EVM0025828	GRMZM2G040115
EVM0001519	GRMZM2G088487
EVM0033711	GRMZM2G166176
EVM0026707	GRMZM2G319454
EVM0010000	GRMZM2G322661
EVM0005609	GRMZM2G424491
EVM0028268	GRMZM2G068328
EVM0022994	GRMZM2G167584
EVM0023515	GRMZM2G045371
EVM0022545	GRMZM2G079196
EVM0011178	GRMZM2G317770
EVM0028576	GRMZM2G097116
EVM0028678	GRMZM2G171520
EVM0005917	GRMZM2G047677
EVM0030212	GRMZM2G348512
EVM0023379	GRMZM2G060470
EVM0027910	GRMZM2G481604
EVM0036223	GRMZM2G471805
EVM0001486	GRMZM2G147756
EVM0013730	GRMZM2G070054
EVM0006980	GRMZM2G006229
EVM0007343	GRMZM2G171921
EVM0011093	GRMZM5G870592
EVM0019546	GRMZM2G163359
EVM0021360	GRMZM2G029756
EVM0002340	AC233851.1
EVM0032150	GRMZM2G109725
EVM0020633	GRMZM2G026301
EVM0020417	GRMZM2G010349
EVM0031364	GRMZM2G453832
EVM0021164	GRMZM2G039214
EVM0010863	GRMZM2G048117
EVM0016833	AC234152.1
EVM0026977	GRMZM5G876898
EVM0022805	GRMZM2G050484
EVM0019677	GRMZM2G013042
EVM0009096	GRMZM2G012046
EVM0023603	GRMZM2G117900
EVM0012408	GRMZM2G103840
EVM0002531	GRMZM2G008728
EVM0008032	GRMZM2G012174
EVM0022174	GRMZM2G016749
EVM0029515	GRMZM2G004414
EVM0007207	GRMZM2G429617
EVM0021833	GRMZM2G101499
EVM0008782	GRMZM2G071401
EVM0007351	GRMZM2G095104
EVM0002235	GRMZM5G843192
EVM0004665	GRMZM2G334409
EVM0028713	GRMZM2G046244
EVM0033731	GRMZM2G138888
EVM0013912	GRMZM2G117458
EVM0007365	GRMZM5G800780
EVM0025760	AC155496.2
EVM0016412	GRMZM2G157470
EVM0023441	GRMZM2G138268
EVM0036024	GRMZM2G070723
EVM0015191	GRMZM5G894233
EVM0037386	GRMZM2G176217
EVM0000187	GRMZM2G113512
EVM0001664	GRMZM2G140614
EVM0019750	GRMZM2G128737
EVM0009426	GRMZM5G856201
EVM0003302	GRMZM2G459715
EVM0028567	GRMZM2G409128
EVM0032784	GRMZM2G459291
EVM0002213	GRMZM2G098603
EVM0005983	GRMZM2G439596
EVM0003652	GRMZM2G154124
EVM0006956	GRMZM2G000818
EVM0017820	GRMZM2G385182
EVM0024263	GRMZM2G313020
EVM0027547	GRMZM2G154211
EVM0020907	GRMZM2G165692
EVM0000401	GRMZM2G066169
EVM0030171	GRMZM2G167428
EVM0020020	GRMZM2G001297
EVM0022548	GRMZM2G002910
EVM0018753	GRMZM2G157034
EVM0005300	GRMZM2G170291
EVM0037316	GRMZM2G052606
EVM0014680	GRMZM2G045664
EVM0035200	GRMZM2G057084
EVM0036236	GRMZM2G098182
EVM0031709	GRMZM2G032252
EVM0020816	GRMZM2G065496
EVM0014080	GRMZM2G132577
EVM0010974	GRMZM2G004475
EVM0007870	GRMZM2G155767
EVM0024720	GRMZM2G167637
EVM0033461	GRMZM2G074436
EVM0026396	GRMZM2G321767
EVM0012779	GRMZM2G331566
EVM0037221	GRMZM2G010306
EVM0026496	GRMZM2G439950
EVM0025316	GRMZM2G066555
EVM0024137	GRMZM2G134903
EVM0029413	GRMZM2G052142
EVM0036520	GRMZM2G121096
EVM0013175	GRMZM2G115420
EVM0016036	GRMZM2G074462
EVM0025562	GRMZM2G090493
EVM0030862	GRMZM2G116586
EVM0026813	GRMZM2G175076
EVM0011672	GRMZM2G089676
EVM0011243	GRMZM5G856777
EVM0035882	GRMZM2G113205
EVM0016587	GRMZM5G838812
EVM0025043	GRMZM2G142924
EVM0028790	GRMZM2G043147
EVM0025024	GRMZM2G130101
EVM0022760	GRMZM2G022506
EVM0029319	GRMZM2G128206
EVM0026392	GRMZM2G002859
EVM0018099	GRMZM2G092003
EVM0033304	GRMZM2G083243
EVM0003174	GRMZM2G458824
EVM0008992	GRMZM2G174558
EVM0015029	GRMZM2G014366
EVM0032698	GRMZM2G132130
EVM0017641	GRMZM2G179981
EVM0026865	GRMZM5G889905
EVM0002715	GRMZM2G143352
EVM0016605	GRMZM2G016323
EVM0004682	GRMZM2G154301
EVM0003120	GRMZM2G015033
EVM0008024	GRMZM2G459854
EVM0007191	GRMZM2G043737
EVM0002671	GRMZM2G064202
EVM0013539	GRMZM2G125310
EVM0026358	GRMZM2G399320
EVM0005513	GRMZM2G143878
EVM0014691	GRMZM5G868222
EVM0018386	GRMZM2G106061
EVM0035843	GRMZM2G076415
EVM0031068	AC213654.3
EVM0001621	GRMZM2G463471
EVM0022519	GRMZM2G132686
EVM0007845	AC205677.3
EVM0009788	GRMZM2G154892
EVM0024793	GRMZM2G107116
EVM0009758	GRMZM2G147961
EVM0034070	GRMZM5G825253
EVM0022177	GRMZM2G105822
EVM0021826	GRMZM2G008123
EVM0025971	GRMZM2G003607
EVM0011987	GRMZM2G355773
EVM0002102	GRMZM2G098298
EVM0021893	GRMZM2G008356
EVM0032732	GRMZM2G401511
EVM0036161	GRMZM2G171279
EVM0012740	GRMZM2G302323
EVM0024424	GRMZM5G813886
EVM0034096	GRMZM2G063733
EVM0025892	GRMZM2G101001
EVM0016880	GRMZM2G035779
EVM0002832	GRMZM2G058491
EVM0001843	GRMZM2G063949
EVM0007192	GRMZM2G079625
EVM0013851	GRMZM2G113276
EVM0029990	GRMZM2G053764
EVM0019076	GRMZM2G131708
EVM0003689	GRMZM2G150631
EVM0007469	GRMZM2G158179
EVM0015704	GRMZM2G136178
EVM0025133	GRMZM2G354618
EVM0002267	GRMZM2G091964
EVM0008874	GRMZM2G129615
EVM0007813	GRMZM5G813217
EVM0009275	GRMZM2G337113
EVM0016715	AC217840.3
EVM0022922	GRMZM2G041765
EVM0030763	GRMZM2G072526
EVM0013086	GRMZM2G347623
EVM0036851	GRMZM2G113325
EVM0015977	GRMZM2G171372
EVM0007853	GRMZM2G103458
EVM0021529	GRMZM2G168249
EVM0000581	GRMZM2G406101
EVM0037140	GRMZM2G085116
EVM0016096	GRMZM2G467717
EVM0022550	GRMZM2G116427
EVM0017845	GRMZM2G036916
EVM0037097	GRMZM2G013811
EVM0014167	GRMZM2G029258
EVM0034013	GRMZM2G136859
EVM0021885	GRMZM2G164141
EVM0033738	GRMZM2G163988
EVM0003615	GRMZM2G174221
EVM0010828	GRMZM2G363554
EVM0017067	GRMZM2G094586
EVM0008106	AC202011.3
EVM0012437	GRMZM2G303044
EVM0008254	AC212859.3
EVM0000620	GRMZM2G021470
EVM0000556	GRMZM2G160351
EVM0008528	GRMZM2G179092
EVM0029273	GRMZM2G007260
EVM0030203	GRMZM2G023080
EVM0003173	GRMZM2G151387
EVM0016369	GRMZM2G075690
EVM0026779	GRMZM2G161295
EVM0024049	GRMZM2G092468
EVM0025492	GRMZM2G014508
EVM0036290	GRMZM2G060156
EVM0010530	GRMZM2G312075
EVM0037025	GRMZM2G333183
EVM0033757	GRMZM2G057413
EVM0007400	GRMZM2G148106
EVM0022283	GRMZM2G028677
EVM0018247	GRMZM2G155096
EVM0010538	GRMZM2G379929
EVM0001528	GRMZM2G381933
EVM0000688	GRMZM2G436328
EVM0035579	GRMZM2G124876
EVM0004156	GRMZM2G080746
EVM0030860	GRMZM2G004997
EVM0032816	GRMZM2G376918
EVM0005819	GRMZM2G122018
EVM0022591	GRMZM2G036697
EVM0020673	GRMZM2G145816
EVM0023258	GRMZM2G399877
EVM0013013	GRMZM2G378762
EVM0005954	GRMZM2G082745
EVM0025746	GRMZM2G478624
EVM0005065	GRMZM2G054905
EVM0003775	GRMZM2G170766
EVM0017354	GRMZM2G147854
EVM0032085	GRMZM2G393433
EVM0034463	GRMZM2G467466
EVM0024928	GRMZM6G310687
EVM0024929	GRMZM2G405815
EVM0013838	GRMZM5G862131
EVM0023405	GRMZM2G032260
EVM0017477	GRMZM2G151476
EVM0020431	AC198725.4
EVM0022631	GRMZM2G070673
EVM0000484	GRMZM2G162755
EVM0004179	GRMZM2G151993
EVM0016343	GRMZM5G881950
EVM0018083	GRMZM2G162467
EVM0002218	GRMZM2G060349
EVM0029549	GRMZM2G095211
EVM0013928	GRMZM2G107838
EVM0019512	GRMZM2G024145
EVM0016475	GRMZM2G126128
EVM0021855	GRMZM2G045818
EVM0010685	GRMZM2G337905
EVM0032310	GRMZM2G335287
EVM0033090	GRMZM2G057093
EVM0025087	GRMZM2G112242
EVM0011466	GRMZM2G032865
EVM0011952	GRMZM2G176465
EVM0004823	GRMZM2G107136
EVM0012302	GRMZM2G045565
EVM0001597	GRMZM2G356198
EVM0033082	GRMZM2G316635
EVM0020792	GRMZM5G864903
EVM0005238	GRMZM2G134806
EVM0030963	GRMZM2G022611
EVM0021331	GRMZM2G090824
EVM0015218	GRMZM2G436593
EVM0021746	GRMZM2G073521
EVM0012131	GRMZM2G008425
EVM0035239	GRMZM2G050570
EVM0004750	GRMZM2G392524
EVM0028432	GRMZM2G413113
EVM0028082	GRMZM2G152853
EVM0005249	GRMZM2G318860
EVM0017125	GRMZM5G868683
EVM0020087	GRMZM5G831519
EVM0023236	GRMZM2G069687
EVM0012143	GRMZM2G435357
EVM0010384	GRMZM5G807767
EVM0030165	GRMZM2G028552
EVM0015001	GRMZM2G146514
EVM0031072	GRMZM2G074805
EVM0024745	GRMZM2G078272
EVM0036938	GRMZM2G006781
EVM0015051	GRMZM5G826767
EVM0023503	GRMZM2G096352
EVM0012214	GRMZM2G301512
EVM0005049	GRMZM5G889620
EVM0020982	GRMZM2G083058
EVM0005992	GRMZM2G131332
EVM0023132	GRMZM2G085266
EVM0007078	GRMZM2G104024
EVM0016642	GRMZM2G174610
EVM0022005	GRMZM2G081519
EVM0027601	GRMZM2G123815
EVM0009140	GRMZM2G338661
EVM0027375	GRMZM2G119894
EVM0001194	GRMZM2G134559
EVM0004704	GRMZM2G431708
EVM0027564	GRMZM2G050550
EVM0027081	GRMZM2G157313
EVM0020200	GRMZM2G126956
EVM0016139	GRMZM2G137558
EVM0012869	GRMZM5G843748
EVM0017696	GRMZM2G058133
EVM0034895	GRMZM2G104283
EVM0002507	GRMZM2G119759
EVM0017204	GRMZM2G128918
EVM0036131	GRMZM2G117300
EVM0004881	GRMZM2G158885
EVM0019470	GRMZM2G147544
EVM0017746	GRMZM2G083156
EVM0023318	GRMZM2G053047
EVM0013599	GRMZM2G110847
EVM0017896	AC233895.1
EVM0012393	GRMZM2G048085
EVM0036377	GRMZM2G018403
EVM0015527	GRMZM2G166684
EVM0034331	GRMZM2G151444
EVM0011910	GRMZM2G073581
EVM0003860	GRMZM2G000823
EVM0008494	AC213099.3
EVM0013697	GRMZM2G149211
EVM0035247	GRMZM2G336909
EVM0020966	GRMZM2G043383
EVM0021426	GRMZM2G060451
EVM0001593	GRMZM2G134502
EVM0018381	GRMZM2G092991
EVM0024193	GRMZM2G169152
EVM0029913	GRMZM2G033348
EVM0000084	GRMZM2G111472
EVM0017783	GRMZM2G099092
EVM0000394	GRMZM2G169654
EVM0006970	GRMZM2G045753
EVM0024092	GRMZM2G110584
EVM0023656	GRMZM2G040945
EVM0012107	GRMZM2G049613
EVM0024063	GRMZM2G021549
EVM0008295	GRMZM2G097170
EVM0037132	GRMZM2G018947
EVM0033579	GRMZM2G043530
EVM0037362	GRMZM2G098815
EVM0011037	GRMZM2G067638
EVM0011701	GRMZM2G137707
EVM0019204	GRMZM2G173186
EVM0034513	GRMZM2G076128
EVM0024390	GRMZM2G085469
EVM0034726	GRMZM2G065757
EVM0009735	GRMZM2G136067
EVM0019732	GRMZM2G061876
EVM0028937	GRMZM2G062914
EVM0036312	GRMZM2G017923
EVM0011602	GRMZM2G125436
EVM0030661	GRMZM2G051637
EVM0006283	GRMZM2G093291
EVM0031603	GRMZM2G093598
EVM0034031	GRMZM2G151195
EVM0005619	GRMZM2G078022
EVM0017523	GRMZM2G065804
EVM0027654	GRMZM2G007160
EVM0021755	GRMZM2G131467
EVM0026545	GRMZM2G083551
EVM0015338	GRMZM2G033630
EVM0020353	GRMZM2G072071
EVM0005498	GRMZM2G126386
EVM0029496	GRMZM2G103526
EVM0024228	GRMZM2G089959
EVM0031896	GRMZM2G085254
EVM0015733	GRMZM2G006429
EVM0005571	GRMZM2G078238
EVM0007473	GRMZM2G060659
EVM0029395	AC186147.3
EVM0021214	GRMZM2G106903
EVM0011247	GRMZM2G104310
EVM0032006	GRMZM2G158452
EVM0018831	GRMZM2G422651
EVM0002154	GRMZM2G406974
EVM0003993	GRMZM2G308351
EVM0009831	GRMZM5G889644
EVM0035864	GRMZM2G035421
EVM0013271	GRMZM2G106548
EVM0002753	GRMZM2G422670
EVM0036032	GRMZM2G030598
EVM0024725	GRMZM2G078264
EVM0020903	GRMZM2G028594
EVM0020791	GRMZM2G171677
EVM0004421	GRMZM2G070913
EVM0028321	GRMZM2G157115
EVM0035141	GRMZM2G141185
EVM0014076	GRMZM2G170351
EVM0003287	GRMZM2G142962
EVM0004867	GRMZM2G553687
EVM0020486	GRMZM2G073584
EVM0027321	GRMZM2G120933
EVM0008171	GRMZM2G179737
EVM0030249	AC233872.1
EVM0030013	GRMZM2G142768
EVM0001979	GRMZM2G027307
EVM0005932	GRMZM2G136389
EVM0006905	GRMZM2G052685
EVM0015965	GRMZM2G014193
EVM0009389	GRMZM2G023220
EVM0016035	GRMZM2G096358
EVM0015711	GRMZM2G006631
EVM0018281	GRMZM2G088828
EVM0033237	GRMZM2G008607
EVM0001075	GRMZM2G032699
EVM0009472	GRMZM2G139082
EVM0023849	GRMZM5G866861
EVM0025182	GRMZM5G800734
EVM0008991	GRMZM2G110277
EVM0021790	GRMZM2G107575
EVM0016604	GRMZM2G148811
EVM0027750	GRMZM2G128146
EVM0027263	GRMZM2G121404
EVM0006208	GRMZM2G156517
EVM0018304	GRMZM2G083459
EVM0030807	GRMZM2G180920
EVM0013617	GRMZM2G057067
EVM0000808	GRMZM2G013318
EVM0019528	GRMZM5G846152
EVM0022899	GRMZM2G020409
EVM0012095	GRMZM2G308193
EVM0007906	GRMZM2G126745
EVM0031699	GRMZM2G019291
EVM0023486	GRMZM2G005080
EVM0011033	GRMZM2G124276
EVM0017519	GRMZM2G379128
EVM0014293	GRMZM2G136237
EVM0007195	GRMZM2G443453
EVM0025273	AC208897.3
EVM0009746	GRMZM2G132140
EVM0023710	GRMZM2G162529
EVM0000662	GRMZM2G024231
EVM0019538	GRMZM2G051697
EVM0014726	GRMZM2G047592
EVM0002432	GRMZM2G028036
EVM0021659	GRMZM2G123314
EVM0024807	GRMZM2G456491
EVM0004731	GRMZM2G318780
EVM0022421	GRMZM2G078754
EVM0013702	GRMZM2G155935
EVM0028974	GRMZM2G166642
EVM0029390	GRMZM2G180724
EVM0008044	GRMZM2G049839
EVM0002020	GRMZM2G106703
EVM0006549	GRMZM2G129065
EVM0029112	GRMZM2G069047
EVM0031479	GRMZM2G099491
EVM0027558	GRMZM2G022130
EVM0023985	GRMZM2G067646
EVM0028548	GRMZM2G157749
EVM0022573	GRMZM2G150406
EVM0020870	GRMZM2G038356
EVM0037237	GRMZM2G176699
EVM0015027	GRMZM2G052435
EVM0033149	GRMZM2G167766
EVM0013370	GRMZM2G063575
EVM0008913	GRMZM2G163749
EVM0029419	GRMZM2G060027
EVM0024659	GRMZM2G000171
EVM0028452	GRMZM2G102404
EVM0034516	GRMZM2G100946
EVM0002925	GRMZM2G181273
EVM0006602	GRMZM2G144196
EVM0009678	GRMZM2G439422
EVM0011939	GRMZM5G849471
EVM0026479	GRMZM2G413135
EVM0029281	GRMZM2G143330
EVM0028912	GRMZM2G048294
EVM0019633	GRMZM2G096665
EVM0034750	GRMZM2G111238
EVM0021750	GRMZM2G085577
EVM0012270	GRMZM2G476009
EVM0035970	GRMZM2G174785
EVM0007477	GRMZM2G058573
EVM0010933	GRMZM2G163996
EVM0014724	GRMZM2G054028
EVM0002337	GRMZM2G351304
EVM0010912	GRMZM2G063025
EVM0019565	GRMZM2G089421
EVM0007678	GRMZM2G167220
EVM0017542	GRMZM2G360021
EVM0023187	GRMZM2G138330
EVM0024649	GRMZM2G341658
EVM0002228	GRMZM2G162764
EVM0011590	GRMZM2G049322
EVM0003536	GRMZM2G491632
EVM0025802	GRMZM2G316214
EVM0030571	GRMZM2G086869
EVM0019315	GRMZM2G147579
EVM0020515	GRMZM2G124377
EVM0026205	GRMZM2G179268
EVM0031588	GRMZM2G179281
EVM0002486	GRMZM2G104504
EVM0006707	GRMZM2G152774
EVM0016380	GRMZM2G106622
EVM0024322	GRMZM2G109383
EVM0011175	GRMZM2G052339
EVM0032933	GRMZM2G480002
EVM0007376	GRMZM2G023652
EVM0037250	GRMZM2G136143
EVM0025145	GRMZM2G079658
EVM0003108	GRMZM2G107968
EVM0020143	GRMZM2G096367
EVM0017070	GRMZM2G090865
EVM0014271	GRMZM2G044368
EVM0026207	GRMZM2G457147
EVM0018823	GRMZM2G165357
EVM0035973	GRMZM2G071304
EVM0011000	GRMZM2G048435
EVM0011217	GRMZM2G118586
EVM0008345	GRMZM2G480620
EVM0008246	GRMZM2G105229
EVM0014622	GRMZM2G035417
EVM0013406	GRMZM2G011483
EVM0018703	GRMZM2G394979
EVM0005428	GRMZM2G130724
EVM0028287	GRMZM2G145935
EVM0009677	GRMZM2G162184
EVM0033051	GRMZM2G051848
EVM0003996	GRMZM2G041352
EVM0009495	AC203989.4
EVM0036220	GRMZM2G117198
EVM0026353	GRMZM2G086486
EVM0023256	GRMZM2G153127
EVM0001278	GRMZM2G303752
EVM0004785	GRMZM2G046529
EVM0021973	GRMZM2G006377
EVM0002011	GRMZM2G078275
EVM0027131	GRMZM2G060516
EVM0023812	GRMZM2G112535
EVM0031786	AC233943.1
EVM0024477	GRMZM2G003897
EVM0031517	GRMZM2G146745
EVM0034539	GRMZM2G118462
EVM0036895	AC206184.4
EVM0004015	GRMZM2G057056
EVM0012496	GRMZM2G131609
EVM0021732	GRMZM2G032337
EVM0016739	GRMZM2G360835
EVM0007317	GRMZM2G087212
EVM0018124	GRMZM2G055089
EVM0001077	GRMZM2G168618
EVM0000901	GRMZM5G837058
EVM0018496	GRMZM2G011998
EVM0003183	GRMZM2G062885
EVM0021639	GRMZM2G013461
EVM0012627	GRMZM2G105571
EVM0012423	GRMZM2G114584
EVM0024101	GRMZM2G170299
EVM0016422	GRMZM2G176677
EVM0022329	GRMZM2G401062
EVM0024512	GRMZM2G178558
EVM0002237	GRMZM2G164304
EVM0029798	AC234528.1
EVM0030619	GRMZM2G003883
EVM0037377	AC210169.3
EVM0026137	GRMZM2G114098
EVM0032541	GRMZM2G093951
EVM0019640	GRMZM2G011893
EVM0024992	GRMZM2G173700
EVM0014519	GRMZM2G365134
EVM0027671	GRMZM2G041418
EVM0030325	GRMZM2G018586
EVM0028426	GRMZM5G869350
EVM0027921	GRMZM2G108546
EVM0018016	GRMZM2G176977
EVM0014084	GRMZM2G121223
EVM0021278	GRMZM2G042807
EVM0036421	GRMZM2G119791
EVM0007867	GRMZM2G306781
EVM0024168	GRMZM2G079316
EVM0009095	GRMZM2G128160
EVM0026615	GRMZM2G024151
EVM0003674	GRMZM2G033208
EVM0010806	GRMZM2G145158
EVM0002697	GRMZM2G011915
EVM0009736	GRMZM2G035168
EVM0001033	GRMZM2G326263
EVM0003333	GRMZM2G120596
EVM0006577	GRMZM2G166931
EVM0010174	GRMZM2G108277
EVM0020784	GRMZM2G114775
EVM0029061	GRMZM2G004006
EVM0002150	GRMZM2G045185
EVM0004854	GRMZM5G807064
EVM0014123	GRMZM2G173928
EVM0021576	GRMZM2G083759
EVM0024961	GRMZM2G382106
EVM0024789	GRMZM2G177539
EVM0004237	GRMZM2G179518
EVM0006205	GRMZM2G101689
EVM0009385	GRMZM5G843141
EVM0008277	GRMZM2G033521
EVM0034979	GRMZM2G106732
EVM0029899	GRMZM2G171628
EVM0020027	GRMZM2G055684
EVM0029869	AC212023.4
EVM0034195	GRMZM2G313649
EVM0010454	GRMZM2G082564
EVM0005712	GRMZM2G067063
EVM0013344	GRMZM2G086577
EVM0036030	GRMZM2G043226
EVM0032936	GRMZM2G174170
EVM0010758	GRMZM2G413647
EVM0032209	GRMZM2G061202
EVM0002694	GRMZM2G074914
EVM0023917	GRMZM6G542104
EVM0011374	GRMZM2G021822
EVM0026645	GRMZM2G140689
EVM0027931	GRMZM2G322314
EVM0023879	GRMZM2G180847
EVM0017674	GRMZM2G083262
EVM0026907	GRMZM2G046088
EVM0037230	GRMZM2G427697
EVM0025572	GRMZM2G107620
EVM0020817	GRMZM2G324999
EVM0032175	GRMZM2G161988
EVM0019328	GRMZM5G817395
EVM0009765	GRMZM2G169207
EVM0003719	GRMZM2G092609
EVM0000727	AC155624.2
EVM0001199	GRMZM2G423456
EVM0011295	GRMZM2G130477
EVM0002424	GRMZM2G177940
EVM0011377	GRMZM2G306357
EVM0002516	GRMZM2G115456
EVM0027521	GRMZM2G090279
EVM0026834	GRMZM2G017329
EVM0031569	GRMZM2G162445
EVM0012287	GRMZM5G855200
EVM0020607	GRMZM2G025480
EVM0002980	GRMZM2G095727
EVM0007285	GRMZM2G038375
EVM0001333	GRMZM2G315902
EVM0001281	GRMZM2G073399
EVM0024998	GRMZM2G083620
EVM0006968	GRMZM2G008864
EVM0025186	GRMZM2G001541
EVM0028427	GRMZM2G122045
EVM0002542	GRMZM2G114513
EVM0005343	GRMZM2G135029
EVM0001624	GRMZM2G174128
EVM0004357	GRMZM2G103785
EVM0028941	GRMZM2G104542
EVM0021003	GRMZM2G012566
EVM0021417	AC192244.3
EVM0005997	GRMZM2G053767
EVM0033913	GRMZM2G450920
EVM0029712	GRMZM2G462986
EVM0032360	GRMZM2G085042
EVM0024893	AC234164.1
EVM0019177	GRMZM2G177596
EVM0024148	GRMZM2G408294
EVM0021309	GRMZM2G451769
EVM0006492	GRMZM2G080450
EVM0000059	GRMZM2G152689
EVM0014283	GRMZM2G455869
EVM0031604	GRMZM2G337819
EVM0010902	GRMZM2G151434
EVM0018279	GRMZM2G006565
EVM0012188	GRMZM5G848602
EVM0022947	GRMZM2G007130
EVM0028759	AC233922.1
EVM0017196	GRMZM2G146446
EVM0027587	GRMZM2G003724
EVM0033006	GRMZM2G066107
EVM0010572	GRMZM2G472382
EVM0017913	GRMZM2G079559
EVM0007404	GRMZM2G149800
EVM0014932	GRMZM2G071883
EVM0016401	GRMZM2G140293
EVM0016737	GRMZM2G110141
EVM0022349	GRMZM2G060517
EVM0000391	GRMZM2G166524
EVM0031830	GRMZM2G007486
EVM0014871	GRMZM2G092588
EVM0014060	GRMZM5G813651
EVM0006557	GRMZM2G038791
EVM0004848	GRMZM2G011777
EVM0024093	GRMZM2G093050
EVM0036189	GRMZM2G028254
EVM0024380	GRMZM2G080537
EVM0005757	GRMZM2G470513
EVM0000202	GRMZM2G171410
EVM0006579	GRMZM2G085909
EVM0019787	GRMZM2G045135
EVM0033164	GRMZM2G439306
EVM0023147	AC217358.3
EVM0026180	GRMZM2G107741
EVM0036481	GRMZM2G108637
EVM0004190	GRMZM2G119067
